race,distance,latitude,longitude,elevation,elevation_delta
10 km,6.196657179300995,55.736200000000004,37.5919,133.0,-2.420000000000016
10 km,6.254121566920018,55.73593500241422,37.59268500559017,132.0,-1.0
10 km,6.311585913898613,55.735670000000006,37.59347,129.0,-3.0
10 km,6.3918292913689205,55.735170000000004,37.594390000000004,129.0,0.0
10 km,6.461041542848577,55.73486000367407,37.59534500767466,128.29000000000002,-0.7099999999999795
10 km,6.530253777750016,55.734550000000006,37.59630000000001,124.82000000000001,-3.470000000000013
10 km,6.54650306796209,55.734440000000006,37.596470000000004,124.00000000000001,-0.8199999999999932
10 km,6.585348927422427,55.73427,37.597010000000004,120.0,-4.000000000000014
10 km,6.600390620166405,55.73415000000001,37.596900000000005,120.0,0.0
10 km,6.6124748281968655,55.73407,37.597030000000004,120.0,0.0
10 km,6.615031571036646,55.73405,37.597010000000004,120.0,0.0
10 km,6.640759733004155,55.73393000000001,37.59736,120.0,0.0
10 km,6.713937978704376,55.73336000151401,37.59677999168141,121.63000000000001,1.6300000000000097
10 km,6.787116255572577,55.73279,37.5962,123.00000000000001,1.3700000000000045
10 km,6.871182660558018,55.732130000000005,37.59555,120.73,-2.2700000000000102
10 km,6.937166541667462,55.73160000000001,37.59508,123.00000000000001,2.2700000000000102
10 km,7.028032800844842,55.73086000000001,37.59447,123.00000000000001,0.0
10 km,7.063406476329475,55.73057000000001,37.594240000000006,122.00000000000001,-1.0
10 km,7.07285113785125,55.73049,37.594190000000005,122.00000000000001,0.0
10 km,7.077348711553886,55.730450000000005,37.59418,122.00000000000001,0.0
10 km,7.16777489866077,55.72969400447626,37.59365395924546,122.00000000000001,0.0
10 km,7.258201074566612,55.72893800670517,37.59312793886319,122.00000000000001,0.0
10 km,7.348627239272773,55.72818200668689,37.592601938851885,121.41,-0.5900000000000176
10 km,7.439053392777688,55.72742600442158,37.59207595921024,120.36,-1.0499999999999972
10 km,7.5294795242424,55.726670000000006,37.591550000000005,120.89000000000001,0.5300000000000153
10 km,7.575598158100171,55.7263,37.59122,121.29,0.3999999999999915
10 km,7.621316197920399,55.72594,37.59087,122.00000000000001,0.710000000000008
10 km,7.673082842046106,55.72554,37.590450000000004,120.0,-2.000000000000014
10 km,7.682695211395808,55.725480000000005,37.590340000000005,120.0,0.0
10 km,7.727789360990251,55.72514,37.58995,120.0,0.0
10 km,7.739081494451335,55.72504000000001,37.589920000000006,120.0,0.0
10 km,7.750587468126498,55.72495000000001,37.589830000000006,120.0,0.0
10 km,7.849201507660242,55.7241880104026,37.58902993756212,120.0,0.0
10 km,7.947815534883874,55.7234260156063,37.588229906347976,120.0,0.0
10 km,8.046429549794356,55.72266401561147,37.58742990635567,120.0,0.0
10 km,8.145043552394018,55.72190201041846,37.58662993758332,120.0,0.0
10 km,8.243657546256552,55.721140000000005,37.58583,120.0,0.0
10 km,8.245336591759958,55.72115,37.58581,120.0,0.0
10 km,8.332909506564624,55.72048000209205,37.58507998739778,120.0,0.0
10 km,8.420482392868667,55.71981,37.58435,120.0,0.0
10 km,8.498795391693617,55.719230002018,37.583644989529745,120.0,0.0
10 km,8.577108382904646,55.718650000000004,37.58294,124.89000000000001,4.890000000000015
10 km,8.655648961631217,55.718090000000004,37.58218,124.71000000000001,-0.18000000000000682
10 km,8.729909939564617,55.71757,37.58144,124.30000000000001,-0.4099999999999966
10 km,8.813677598728045,55.717000000000006,37.58057,123.79,-0.5100000000000051
10 km,8.883924127723027,55.71654000239588,37.57980499102235,123.65,-0.14000000000000057
10 km,8.954170657209318,55.716080000000005,37.579040000000006,123.47000000000001,-0.1799999999999926
10 km,9.005310833369567,55.71575500136675,37.578464995258116,123.24000000000001,-0.23000000000000398
10 km,9.056451014321597,55.715430000000005,37.577890000000004,123.00000000000001,-0.23999999999999488
10 km,9.06652610314726,55.71549,37.57777,123.00000000000001,0.0
10 km,9.086233298234916,55.7154,37.5775,123.00000000000001,0.0
10 km,9.099018459329216,55.715300000000006,37.577400000000004,123.17000000000002,0.1700000000000017
10 km,9.179167768853198,55.71479000320274,37.576499988095776,122.96000000000001,-0.21000000000000796
10 km,9.25931704426493,55.71428,37.5756,123.00000000000001,0.04000000000000625
10 km,9.274110219444209,55.714220000000005,37.575390000000006,123.00000000000001,0.0
10 km,9.30223284565268,55.71407000000001,37.575030000000005,122.84,-0.1600000000000108
10 km,9.35837829910635,55.71380500230194,37.574269994717916,122.38000000000001,-0.45999999999999375
10 km,9.414523731432348,55.71354,37.573510000000006,122.14000000000001,-0.23999999999999488
10 km,9.481573267352225,55.71324500348093,37.57257999287595,122.00000000000001,-0.14000000000000057
10 km,9.548622785444838,55.712950000000006,37.571650000000005,121.56000000000002,-0.4399999999999977
10 km,9.573841163172455,55.71285,37.571290000000005,120.27000000000001,-1.2900000000000063
10 km,9.64316022399416,55.712635004355384,37.570254994324515,119.24000000000001,-1.0300000000000011
10 km,9.712479285139615,55.71242,37.56922,120.0,0.7599999999999909
10 km,9.780948039537098,55.71285500236134,37.56845000865703,124.00000000000001,4.000000000000014
10 km,9.849416813577099,55.71329000000001,37.56768,123.79,-0.21000000000000796
10 km,9.932214514510068,55.71382500341018,37.56676501251486,123.37,-0.4200000000000017
10 km,10.015012219730263,55.714360000000006,37.565850000000005,123.00000000000001,-0.36999999999999034
10 km,10.025857729964944,55.71443000000001,37.56597,123.00000000000001,0.0
10 km,10.089412241538385,55.71482500211081,37.56524000748085,122.45,-0.5500000000000114
10 km,10.152966774489874,55.71522,37.564510000000006,122.87,0.4200000000000017
10 km,10.210518287411292,55.71562,37.563930000000006,122.54,-0.3299999999999983
10 km,10.290642209355738,55.716132509777744,37.56303503519815,122.00000000000001,-0.539999999999992
10 km,10.370766138029632,55.716645013048954,37.56214004691084,122.23,0.22999999999998977
10 km,10.450890073429456,55.71715750981331,37.56124503513731,122.41,0.1799999999999926
10 km,10.53101400452896,55.717670000000005,37.56035,122.8,0.39000000000000057
42.195 km,0.0,55.717628,37.560372,125.4,0.0
42.195 km,0.02807698174245686,55.717808,37.56006,127.4,0.0
42.195 km,0.06364216885057303,55.718032,37.559657,126.5,0.0
42.195 km,0.0996634657488022,55.718255,37.559243,127.4,0.0
42.195 km,0.13438937656226735,55.718467,37.558838,126.5,0.0
42.195 km,0.1724987450501979,55.718708,37.558408,127.4,0.0
42.195 km,0.2100496235108024,55.71895,37.557992,127.4,0.0
42.195 km,0.2503691933941853,55.719212,37.55755,127.4,0.0
42.195 km,0.29075687969811664,55.719463,37.557087,126.5,0.0
42.195 km,0.32910420984766664,55.719713,37.556668,126.5,0.0
42.195 km,0.3676327130618507,55.719952,37.556225,126.5,0.0
42.195 km,0.40766887766216264,55.72021,37.555782,126.5,0.0
42.195 km,0.44673053580272637,55.720462,37.55535,127.4,0.0
42.195 km,0.48828378335378375,55.720727,37.554885,127.4,0.0
42.195 km,0.5281473018591203,55.720978,37.554433,127.4,0.0
42.195 km,0.5670871100889829,55.721232,37.554008,127.4,0.0
42.195 km,0.6076570309088383,55.721485,37.553545,127.4,0.0
42.195 km,0.6485208027488216,55.721745,37.553087,127.4,0.0
42.195 km,0.6895006489920714,55.72201,37.552635,127.4,0.0
42.195 km,0.7280206577906773,55.722255,37.552203,126.5,0.0
42.195 km,0.7673796752756517,55.722503,37.551757,126.5,0.0
42.195 km,0.8061333693383477,55.722753,37.55133,125.4,0.0
42.195 km,0.8460744546303797,55.723015,37.550898,126.5,0.0
42.195 km,0.8859361317670642,55.723267,37.550448,126.5,0.0
42.195 km,0.9253270195263424,55.72352,37.55001,126.5,0.0
42.195 km,0.9635234717972287,55.723765,37.549585,126.5,0.0
42.195 km,1.0017557579302352,55.724023,37.549187,126.5,0.0
42.195 km,1.0405426100163786,55.724327,37.548887,126.5,0.0
42.195 km,1.0788813161435715,55.724633,37.548608,126.5,0.0
42.195 km,1.1175410740217229,55.724938,37.548315,126.5,0.0
42.195 km,1.1564894123264369,55.725248,37.548028,127.4,0.0
42.195 km,1.1957350527411306,55.725562,37.547745,127.4,0.0
42.195 km,1.2346355455875948,55.72587,37.547453,127.4,0.0
42.195 km,1.2729441587296657,55.726182,37.547197,127.4,0.0
42.195 km,1.3101762035184639,55.726493,37.546983,127.4,0.0
42.195 km,1.346343632764177,55.726808,37.547072,127.4,0.0
42.195 km,1.3839092425643238,55.727093,37.54739,127.4,0.0
42.195 km,1.4216445797422854,55.727287,37.547877,128.5,0.0
42.195 km,1.4594858053808597,55.727473,37.54838,128.5,0.0
42.195 km,1.4985667097923807,55.727588,37.548967,127.4,-1.0999999999999943
42.195 km,1.5378324100308662,55.72769,37.549565,127.4,0.0
42.195 km,1.5770994304010615,55.727793,37.550162,127.4,0.0
42.195 km,1.6155939873370888,55.727912,37.550737,127.4,0.0
42.195 km,1.6536199040282582,55.72806,37.551282,128.5,1.0999999999999943
42.195 km,1.6917734256079786,55.72822,37.551818,128.5,0.0
42.195 km,1.7299725327147661,55.728392,37.552342,128.5,0.0
42.195 km,1.7675601118895938,55.728565,37.552855,128.5,0.0
42.195 km,1.8045852733536558,55.728743,37.553352,128.5,0.0
42.195 km,1.8432687058429338,55.728937,37.553862,127.4,0.0
42.195 km,1.881989792739396,55.729147,37.554353,128.5,0.0
42.195 km,1.920967355172808,55.729372,37.554828,128.5,0.0
42.195 km,1.9587548172149576,55.729597,37.555278,127.4,-1.0999999999999943
42.195 km,1.9955711018631939,55.729825,37.555702,127.4,0.0
42.195 km,2.033784225564093,55.730063,37.55614,127.4,0.0
42.195 km,2.0723824610248895,55.730327,37.556537,128.5,0.0
42.195 km,2.110563422005813,55.730582,37.556943,128.5,0.0
42.195 km,2.148761404083452,55.730833,37.557357,128.5,0.0
42.195 km,2.186691953143227,55.731085,37.557763,128.5,0.0
42.195 km,2.224533105948936,55.731337,37.558167,127.4,0.0
42.195 km,2.2617490457123233,55.731578,37.558577,128.5,0.0
42.195 km,2.299414906563329,55.731822,37.558992,128.5,1.0999999999999943
42.195 km,2.337213239046085,55.732063,37.559415,128.5,0.0
42.195 km,2.376134255378394,55.732295,37.559878,127.4,-1.0999999999999943
42.195 km,2.415384692954759,55.73253,37.560343,127.4,0.0
42.195 km,2.4527725602392185,55.732745,37.5608,127.4,0.0
42.195 km,2.490078758420724,55.732963,37.56125,127.4,0.0
42.195 km,2.527545821587972,55.733175,37.561713,127.4,0.0
42.195 km,2.563989518265534,55.73338,37.562165,127.4,0.0
42.195 km,2.6014218082128435,55.733592,37.562627,127.4,0.0
42.195 km,2.638236610183406,55.733798,37.563085,127.4,0.0
42.195 km,2.6764159941911356,55.734017,37.563552,127.4,0.0
42.195 km,2.7142258571264337,55.734237,37.56401,128.5,0.0
42.195 km,2.751387412242241,55.734463,37.564445,128.5,0.0
42.195 km,2.7891417805378502,55.734692,37.564888,128.5,0.0
42.195 km,2.826402921949381,55.734928,37.565308,128.5,0.0
42.195 km,2.862288387526919,55.735155,37.565713,128.5,0.0
42.195 km,2.9003513958212883,55.735412,37.566112,128.5,0.0
42.195 km,2.9398239930050805,55.73568,37.566523,128.5,0.0
42.195 km,2.9799479076190796,55.735945,37.566955,128.5,0.0
42.195 km,3.0184636237136004,55.736213,37.567342,128.5,0.0
42.195 km,3.0552781815269174,55.73647,37.56771,127.4,-1.0999999999999943
42.195 km,3.0943263814320194,55.736755,37.568072,128.5,0.0
42.195 km,3.132359955907902,55.737028,37.568435,127.4,-1.0999999999999943
42.195 km,3.170186645721769,55.737303,37.568788,127.4,0.0
42.195 km,3.2068327286040614,55.737582,37.569097,127.4,0.0
42.195 km,3.244649663685419,55.737877,37.569395,128.5,0.0
42.195 km,3.282489923205587,55.738172,37.569693,127.4,-1.0999999999999943
42.195 km,3.321070044644298,55.738482,37.569967,127.4,0.0
42.195 km,3.360133069884722,55.738795,37.570247,127.4,0.0
42.195 km,3.398668432534788,55.739107,37.570512,128.5,0.0
42.195 km,3.4367316515561153,55.73941,37.570792,128.5,0.0
42.195 km,3.4736173530622394,55.739722,37.570988,128.5,0.0
42.195 km,3.5109820914089753,55.74004,37.571175,127.4,0.0
42.195 km,3.548015096216736,55.740337,37.57144,127.4,0.0
42.195 km,3.5841195649181654,55.740627,37.571697,127.4,0.0
42.195 km,3.619760572928414,55.740915,37.571943,127.4,0.0
42.195 km,3.6577902691737507,55.74122,37.572215,127.4,0.0
42.195 km,3.6958716933128613,55.741523,37.572495,127.4,0.0
42.195 km,3.7328452934374043,55.74182,37.572758,128.5,0.0
42.195 km,3.769969447234961,55.742117,37.573025,128.5,0.0
42.195 km,3.8073241819690473,55.742418,37.573287,128.5,0.0
42.195 km,3.8444002321609654,55.742713,37.57356,128.5,0.0
42.195 km,3.8822211242557256,55.743017,37.573828,128.5,0.0
42.195 km,3.920209880665096,55.74332,37.574105,128.5,0.0
42.195 km,3.957962317730411,55.743625,37.574367,128.5,0.0
42.195 km,3.99553096436334,55.743928,37.57463,128.5,0.0
42.195 km,4.033412274011701,55.744237,37.574882,128.5,0.0
42.195 km,4.072387268141602,55.744557,37.575133,128.5,0.0
42.195 km,4.111358758565512,55.74487,37.57541,128.5,0.0
42.195 km,4.1510161901585025,55.745202,37.575637,126.5,0.0
42.195 km,4.188021358149865,55.745512,37.575847,126.5,0.0
42.195 km,4.2281074545931565,55.745867,37.575917,126.5,-0.9000000000000057
42.195 km,4.267754435440777,55.746223,37.575913,126.5,0.0
42.195 km,4.306629871097598,55.746572,37.575915,128.5,1.0999999999999943
42.195 km,4.344664701106256,55.746913,37.57594,128.5,0.0
42.195 km,4.383164208243963,55.747258,37.575972,128.5,0.0
42.195 km,4.4232030907539075,55.747617,37.575998,128.5,0.0
42.195 km,4.46298024463742,55.747973,37.575963,128.5,0.0
42.195 km,4.500268842530235,55.748307,37.575927,128.5,0.0
42.195 km,4.540234492858371,55.748665,37.575895,128.5,0.0
42.195 km,4.5784246962936725,55.749007,37.575852,127.4,0.0
42.195 km,4.616702928703187,55.74935,37.575813,128.5,0.0
42.195 km,4.654894486548638,55.749692,37.57577,128.5,0.0
42.195 km,4.6929594919545545,55.75003,37.57568,128.5,0.0
42.195 km,4.731464861457841,55.750367,37.575543,127.4,0.0
42.195 km,4.769921473580365,55.750703,37.575403,126.5,0.0
42.195 km,4.8089557004528904,55.751032,37.575192,126.5,0.0
42.195 km,4.847074644243158,55.751345,37.574947,125.4,-1.0999999999999943
42.195 km,4.885846947307428,55.751655,37.574667,125.4,0.0
42.195 km,4.922128762308673,55.751948,37.574417,126.5,0.0
42.195 km,4.958237027017523,55.752215,37.574092,126.5,1.0999999999999943
42.195 km,4.993237923112358,55.752467,37.573762,123.4,0.0
42.195 km,5.028825668094992,55.752722,37.573428,127.4,0.0
42.195 km,5.06920542805924,55.752963,37.572948,125.4,0.0
42.195 km,5.107830668046997,55.753182,37.572473,124.5,0.0
42.195 km,5.145135216743688,55.753377,37.57199,125.4,0.0
42.195 km,5.182309538272905,55.753562,37.571498,125.4,0.0
42.195 km,5.221054958690858,55.753737,37.570965,125.4,0.0
42.195 km,5.259492862655876,55.753897,37.570423,125.4,0.0
42.195 km,5.297661352254869,55.754035,37.569867,124.5,0.0
42.195 km,5.336536875848117,55.754148,37.569282,124.5,0.0
42.195 km,5.374401709869434,55.75425,37.568707,125.4,0.0
42.195 km,5.412491381040233,55.754342,37.568123,123.4,-1.0999999999999943
42.195 km,5.451610060554975,55.754417,37.567515,123.4,0.0
42.195 km,5.490916799356982,55.754472,37.566897,123.4,0.0
42.195 km,5.529466934707465,55.754497,37.566285,123.4,0.0
42.195 km,5.568940089044445,55.754533,37.56566,123.4,0.0
42.195 km,5.607165101715322,55.754542,37.565052,123.4,0.0
42.195 km,5.645839214789724,55.754518,37.564438,124.5,1.0999999999999943
42.195 km,5.684265698529779,55.754472,37.563832,124.5,0.0
42.195 km,5.723249063033769,55.754422,37.563218,124.5,0.0
42.195 km,5.762970067490941,55.754355,37.562597,123.4,0.0
42.195 km,5.801005552493008,55.75429,37.562003,123.4,0.0
42.195 km,5.839120233837462,55.754228,37.561407,123.4,0.0
42.195 km,5.8777698034761325,55.75415,37.560808,123.4,0.0
42.195 km,5.915631200005574,55.754042,37.560237,123.4,0.0
42.195 km,5.9542475595549735,55.753945,37.559647,123.4,0.0
42.195 km,5.9942645579313325,55.753812,37.559055,124.5,1.0999999999999943
42.195 km,6.034354977136258,55.753672,37.558467,124.5,0.0
42.195 km,6.07450596424519,55.753527,37.557882,124.5,0.0
42.195 km,6.11352603509668,55.753372,37.557325,124.5,0.0
42.195 km,6.152541179646956,55.753215,37.55677,124.5,0.0
42.195 km,6.191824584987551,55.753045,37.556222,123.4,-1.0999999999999943
42.195 km,6.231113926729865,55.752877,37.555672,123.4,0.0
42.195 km,6.269366225305523,55.752707,37.555143,123.4,0.0
42.195 km,6.307679329465556,55.75254,37.55461,123.4,0.0
42.195 km,6.3458792534675394,55.752367,37.554085,125.4,0.0
42.195 km,6.383170283065762,55.752185,37.553587,124.5,0.0
42.195 km,6.420392938157773,55.752017,37.553075,124.5,0.0
42.195 km,6.457820440288725,55.75183,37.55258,124.5,0.0
42.195 km,6.49608395158734,55.75164,37.552073,125.4,0.0
42.195 km,6.533640480377761,55.751452,37.551577,124.5,0.0
42.195 km,6.571342846119209,55.751243,37.551105,124.5,0.0
42.195 km,6.60991448672208,55.75104,37.550608,124.5,0.0
42.195 km,6.647376456251784,55.750818,37.55016,123.4,0.0
42.195 km,6.685702942549068,55.750592,37.5497,123.4,-1.0999999999999943
42.195 km,6.7246775273349275,55.750367,37.549225,123.4,0.0
42.195 km,6.762834036333321,55.75014,37.54877,124.5,0.0
42.195 km,6.801451672754202,55.749912,37.548307,125.4,0.9000000000000057
42.195 km,6.839635708967949,55.749688,37.547847,123.4,-2.0
42.195 km,6.876392561719976,55.74948,37.547393,123.4,0.0
42.195 km,6.915045334081365,55.749255,37.546925,124.5,1.0999999999999943
42.195 km,6.952229826519791,55.749045,37.546465,124.5,0.0
42.195 km,6.99110728709613,55.748813,37.546003,124.5,0.0
42.195 km,7.030200511203183,55.74858,37.545538,124.5,0.0
42.195 km,7.068170109130397,55.748363,37.545072,124.5,0.0
42.195 km,7.105727331684433,55.748148,37.544612,124.5,0.0
42.195 km,7.143488465316411,55.747957,37.544117,126.5,1.0999999999999943
42.195 km,7.181712589161615,55.747765,37.543613,125.4,0.0
42.195 km,7.218936767783293,55.747573,37.543128,126.5,0.0
42.195 km,7.256286597788287,55.747383,37.542638,125.4,0.0
42.195 km,7.293463707561565,55.747205,37.542138,125.4,0.0
42.195 km,7.331852318547308,55.747027,37.541615,124.5,0.0
