,pace_sec,half_pace_sec,age,time_hours,age_range,race_uniform_index,bib
2874,313.8049531935063,312.0274914089347,29,3.6780555555555554,Cancha Reglamentaria(29-39),4.36446209300337e-05,3887
7437,313.8049531935063,323.78243867756845,23,3.6780555555555554,Dientes de leche(0-28),0.0038560734248329,9450
4467,313.8286526839673,274.29790259509423,28,3.6783333333333332,Dientes de leche(0-28),0.0409933305045888,5968
5507,313.89975115535015,319.23213650906507,29,3.6791666666666667,Cancha Reglamentaria(29-39),0.0010392261350235,7222
7560,313.94715013627206,311.26910771418414,39,3.6797222222222223,Cancha Reglamentaria(29-39),0.0001995864306429,9587
59,313.94715013627206,315.2980210925465,32,3.6797222222222223,Cancha Reglamentaria(29-39),0.0005768400794085,184
3637,313.94715013627206,310.55812300035547,44,3.6797222222222223,WTF Happened(40-49),8.996724351240875e-05,4905
211,313.94715013627206,305.3916340798673,41,3.6797222222222223,WTF Happened(40-49),0.0012419780423951,380
5781,313.970849626733,307.7615831259628,31,3.68,Cancha Reglamentaria(29-39),0.00078570477113,7554
1552,313.970849626733,313.11766797013865,31,3.68,Cancha Reglamentaria(29-39),0.0002172321641894,2161
1295,314.0182486076549,294.91645929612514,27,3.6805555555555554,Dientes de leche(0-28),0.008604076032167,1815
6428,314.0182486076549,319.3269344709089,51,3.6805555555555554,Señora(50-60),0.0015878828376512,8305
175,314.0182486076549,321.3176916696291,34,3.6805555555555554,Cancha Reglamentaria(29-39),0.0019275889154516,333
4579,314.06564758857684,304.6806493660386,31,3.681111111111111,Cancha Reglamentaria(29-39),0.0029472286703085,6105
5455,314.11304656949875,316.1986017300628,38,3.6816666666666666,Cancha Reglamentaria(29-39),0.001056947891116,7158
4611,314.1367460599597,309.42054745822963,29,3.6819444444444445,Cancha Reglamentaria(29-39),0.0002399784928716,6141
5047,314.16044555042066,317.4783742149544,29,3.6822222222222223,Cancha Reglamentaria(29-39),0.0007881733493386,6648
6251,314.1841450408816,293.6366868112336,32,3.6825,Cancha Reglamentaria(29-39),0.0087287697015633,8106
604,314.2315440218036,312.5962791799976,36,3.6830555555555557,Cancha Reglamentaria(29-39),0.000103656376318,880
6847,314.2315440218036,291.31413674605994,36,3.6830555555555557,Cancha Reglamentaria(29-39),0.0109222231134709,8787
3231,314.27894300272544,312.3118852944661,34,3.683611111111111,Cancha Reglamentaria(29-39),9.141359697370006e-05,4342
7945,314.3026424931864,309.7049413437611,32,3.6838888888888888,Cancha Reglamentaria(29-39),0.0001873555951345,10022
4956,314.3263419836473,293.9684796776869,35,3.6841666666666666,Cancha Reglamentaria(29-39),0.0098579293724398,6542
267,314.37374096456927,303.7326697476004,29,3.6847222222222222,Cancha Reglamentaria(29-39),0.0026441499069454,450
5545,314.3974404550302,295.95923687640715,40,3.685,WTF Happened(40-49),0.0061167805965509,7273
7709,314.4685389264131,311.4587036378718,34,3.6858333333333335,Cancha Reglamentaria(29-39),0.000420502848574,9759
5343,314.4685389264131,296.9072164948454,39,3.6858333333333335,Cancha Reglamentaria(29-39),0.0063645452307117,7013
8837,314.4685389264131,320.08531816565943,21,3.6858333333333335,Dientes de leche(0-28),0.0034440458988943,11057
1999,314.49223841687405,304.7280483469605,41,3.686111111111111,WTF Happened(40-49),0.0009688789273262,2772
4916,314.49223841687405,309.51534542007346,33,3.686111111111111,Cancha Reglamentaria(29-39),0.0002805438209892,6496
6670,314.515937907335,306.1500177746178,35,3.6863888888888887,Cancha Reglamentaria(29-39),0.0009459931811076,8578
8901,314.515937907335,307.8089821068847,31,3.6863888888888887,Cancha Reglamentaria(29-39),0.0012497664589957,11134
4505,314.515937907335,300.6991349685982,29,3.6863888888888887,Cancha Reglamentaria(29-39),0.0034601794606026,6012
4550,314.539637397796,289.181182604574,24,3.6866666666666665,Dientes de leche(0-28),0.0143215139665502,6072
4998,314.5633368882569,303.06908401469366,24,3.6869444444444444,Dientes de leche(0-28),0.0036269315838889,6586
7106,314.5633368882569,308.6147647825572,28,3.6869444444444444,Dientes de leche(0-28),0.0005272391194879,9075
684,314.5633368882569,334.49460836592016,26,3.6869444444444444,Dientes de leche(0-28),0.0135174302590648,985
4228,314.58703637871787,304.7280483469605,33,3.687222222222222,Cancha Reglamentaria(29-39),0.0016268351414195,5674
5657,314.58703637871787,312.1222893707785,29,3.687222222222222,Cancha Reglamentaria(29-39),5.349728675986129e-05,7407
2127,314.58703637871787,289.9395662993245,29,3.687222222222222,Cancha Reglamentaria(29-39),0.0143919320971034,2939
5277,314.6107358691788,316.8621874629696,26,3.6875,Dientes de leche(0-28),0.0006687203714045,6933
8678,314.6344353596398,302.6898921673184,43,3.687777777777778,WTF Happened(40-49),0.0024735749499494,10883
3210,314.6344353596398,309.6101433819173,35,3.687777777777778,Cancha Reglamentaria(29-39),0.0003269939146614,4315
3037,314.65813485010074,308.6147647825572,30,3.6880555555555556,Cancha Reglamentaria(29-39),0.0010960672993946,4095
7765,314.65813485010074,312.1222893707785,43,3.6880555555555556,WTF Happened(40-49),0.0005599219252398,9821
799,314.65813485010074,331.9824623770589,27,3.6880555555555556,Dientes de leche(0-28),0.01329229399045,1137
8698,314.6818343405617,288.18580400521387,38,3.6883333333333335,Cancha Reglamentaria(29-39),0.0143413564867056,10903
8508,314.7292333214836,293.92108069676505,20,3.688888888888889,Dientes de leche(0-28),0.0094806232557074,10697
420,314.7766323024055,297.8551961132836,42,3.6894444444444443,WTF Happened(40-49),0.0064408875933793,642
7134,314.7766323024055,281.12335584784927,23,3.6894444444444443,Dientes de leche(0-28),0.0244439808922182,9104
1539,314.8003317928665,310.55812300035547,28,3.689722222222222,Dientes de leche(0-28),0.0003289714964892,2147
4363,314.8003317928665,312.40668325631,41,3.689722222222222,WTF Happened(40-49),0.0001304601796797,5852
8827,314.8003317928665,305.24943713710155,31,3.689722222222222,Cancha Reglamentaria(29-39),0.001495961446008,11046
4186,314.82403128332743,312.5962791799976,32,3.69,Cancha Reglamentaria(29-39),9.884318062133605e-05,5622
661,314.8477307737884,311.0795117904965,37,3.6902777777777778,Cancha Reglamentaria(29-39),0.0001139251035265,954
8659,314.8477307737884,304.82284630880434,48,3.6902777777777778,WTF Happened(40-49),0.0020435999736155,10862
7167,314.87143026424934,308.3777698779476,20,3.6905555555555556,Dientes de leche(0-28),0.0004197125451184,9139
5450,314.87143026424934,299.7985543310819,34,3.6905555555555556,Cancha Reglamentaria(29-39),0.0038909712572095,7153
8296,314.8951297547103,321.3176916696291,36,3.6908333333333334,Cancha Reglamentaria(29-39),0.0018075890563,10451
7585,314.8951297547103,311.9326934470909,40,3.6908333333333334,WTF Happened(40-49),8.206758281427838e-05,9615
4000,314.91882924517125,317.0517833866572,27,3.6911111111111112,Dientes de leche(0-28),0.0007247486327974,5380
48,314.9425287356322,313.44946083659204,27,3.691388888888889,Dientes de leche(0-28),0.0003905736014335,171
7051,314.98992771655406,301.31532172058303,31,3.6919444444444443,Cancha Reglamentaria(29-39),0.0028173650560915,9014
2071,314.98992771655406,301.31532172058303,29,3.6919444444444443,Cancha Reglamentaria(29-39),0.0028095525158048,2863
7120,315.013627207015,310.7477189240431,37,3.692222222222222,Cancha Reglamentaria(29-39),0.0002019958531651,9089
2348,315.013627207015,294.2528735632184,23,3.692222222222222,Dientes de leche(0-28),0.0113192009321538,3236
3821,315.037326697476,301.7893115298021,27,3.6925,Dientes de leche(0-28),0.0032789005061739,5138
4291,315.06102618793693,311.22170873326223,40,3.6927777777777777,WTF Happened(40-49),0.0001873167126607,5763
5046,315.06102618793693,317.5257731958763,33,3.6927777777777777,Cancha Reglamentaria(29-39),0.0005222338776907,6647
1245,315.0847256783979,312.35928427538806,43,3.6930555555555555,WTF Happened(40-49),0.000101382061297,1756
4053,315.0847256783979,308.04597701149424,32,3.6930555555555555,Cancha Reglamentaria(29-39),0.0008376501672919,5454
4522,315.0847256783979,309.9893352292926,40,3.6930555555555555,WTF Happened(40-49),0.000468594519205,6034
8326,315.10842516885884,301.9315084725678,40,3.6933333333333334,WTF Happened(40-49),0.0026356483099186,10481
7760,315.1558241497808,315.86680886360944,41,3.693888888888889,WTF Happened(40-49),0.0001299199232406,9815
3108,315.1795236402417,312.3118852944661,37,3.694166666666667,Cancha Reglamentaria(29-39),5.546549846327537e-05,4188
7951,315.20322313070267,301.7419125488802,30,3.6944444444444446,Cancha Reglamentaria(29-39),0.0032617154000838,10030
6631,315.20322313070267,307.6667851641189,29,3.6944444444444446,Cancha Reglamentaria(29-39),0.0010310765292277,8529
1173,315.20322313070267,310.6529209621993,29,3.6944444444444446,Cancha Reglamentaria(29-39),0.0001993173722568,1651
4626,315.2269226211636,305.3916340798673,30,3.694722222222222,Cancha Reglamentaria(29-39),0.0016711186522689,6157
1929,315.2269226211636,306.9084014693684,36,3.694722222222222,Cancha Reglamentaria(29-39),0.0009205501701321,2671
5040,315.2269226211636,322.7396610972864,36,3.694722222222222,Cancha Reglamentaria(29-39),0.0022284511356073,6641
1976,315.27432160208554,310.51072401943355,20,3.6952777777777777,Dientes de leche(0-28),0.0004597070712753,2738
3494,315.27432160208554,309.51534542007346,45,3.6952777777777777,WTF Happened(40-49),0.0004447093033979,4717
2319,315.2980210925465,320.322313070269,30,3.6955555555555555,Cancha Reglamentaria(29-39),0.0016860590108256,3192
5647,315.2980210925465,309.56274440099537,33,3.6955555555555555,Cancha Reglamentaria(29-39),0.0007968247801969,7397
8193,315.32172058300745,311.6956985424813,27,3.6958333333333333,Dientes de leche(0-28),0.0001230062803781,10340
4965,315.32172058300745,309.04135561085434,47,3.6958333333333333,WTF Happened(40-49),0.0004179167347934,6551
8086,315.36911956392936,249.6504325157009,33,3.696388888888889,Cancha Reglamentaria(29-39),0.1294593383943589,10210
1227,315.3928190543903,313.970849626733,31,3.6966666666666668,Cancha Reglamentaria(29-39),9.662112399014276e-05,1732
4007,315.3928190543903,305.4390330607892,33,3.6966666666666668,Cancha Reglamentaria(29-39),0.0013756539955867,5391
5019,315.3928190543903,314.6344353596398,34,3.6966666666666668,Cancha Reglamentaria(29-39),0.0001865789881369,6616
6076,315.3928190543903,315.013627207015,39,3.6966666666666668,Cancha Reglamentaria(29-39),8.891085021515918e-05,7900
2094,315.4165185448513,297.2390093612987,34,3.6969444444444446,Cancha Reglamentaria(29-39),0.0050433428010453,2889
1413,315.4165185448513,294.442469486906,34,3.6969444444444446,Cancha Reglamentaria(29-39),0.0090769847079082,1987
2234,315.4165185448513,309.13615357269816,64,3.6969444444444446,Botox/Bisturí(61-70),0.0005972820673774,3080
1812,315.4402180353122,289.181182604574,39,3.6972222222222224,Cancha Reglamentaria(29-39),0.0142321757946942,2513
4388,315.48761701623414,312.2170873326223,41,3.6977777777777776,WTF Happened(40-49),0.0003027837748719,5881
4129,315.5113165066951,292.9731010783268,28,3.6980555555555554,Dientes de leche(0-28),0.0104091862285482,5545
300,315.5113165066951,301.31532172058303,30,3.6980555555555554,Cancha Reglamentaria(29-39),0.0031483912053138,491
1253,315.53501599715605,310.55812300035547,35,3.6983333333333333,Cancha Reglamentaria(29-39),0.000339092353187,1767
203,315.53501599715605,309.89453726744875,33,3.6983333333333333,Cancha Reglamentaria(29-39),0.0003309876297235,371
631,315.53501599715605,308.709562744401,37,3.6983333333333333,Cancha Reglamentaria(29-39),0.0006449393103857,916
5582,315.558715487617,317.81016708140777,33,3.698611111111111,Cancha Reglamentaria(29-39),0.0013646648891234,7317
42,315.582414978078,306.0078208318521,32,3.698888888888889,Cancha Reglamentaria(29-39),0.0017930780373604,165
1664,315.582414978078,299.9881502547695,30,3.698888888888889,Cancha Reglamentaria(29-39),0.0041370896369949,2309
209,315.582414978078,295.53264604810994,31,3.698888888888889,Cancha Reglamentaria(29-39),0.0078041004328535,378
7522,315.6061144685389,306.19741675553973,33,3.6991666666666667,Cancha Reglamentaria(29-39),0.001151795629374,9543
2095,315.65351344946083,298.4239838843465,48,3.6997222222222224,WTF Happened(40-49),0.0069220579728923,2891
7049,315.65351344946083,313.16506695106057,33,3.6997222222222224,Cancha Reglamentaria(29-39),6.163781464416606e-05,9012
4693,315.65351344946083,320.322313070269,31,3.6997222222222224,Cancha Reglamentaria(29-39),0.0014026996641572,6238
7246,315.65351344946083,305.8656238890864,28,3.6997222222222224,Dientes de leche(0-28),0.0011326669727113,9229
4666,315.65351344946083,306.8136035075246,39,3.6997222222222224,Cancha Reglamentaria(29-39),0.0007671894097582,6206
8520,315.6772129399218,316.0090058063752,69,3.7,Botox/Bisturí(61-70),0.0003808478718101,10710
4134,315.6772129399218,299.51416044555043,36,3.7,Cancha Reglamentaria(29-39),0.004695517784712,5550
6370,315.6772129399218,301.55231662519253,39,3.7,Cancha Reglamentaria(29-39),0.0035021974363173,8236
2276,315.70091243038274,327.8587510368527,24,3.700277777777778,Dientes de leche(0-28),0.0032870685081563,3142
8067,315.70091243038274,314.11304656949875,51,3.700277777777778,Señora(50-60),9.296234909058266e-05,10187
1775,315.70091243038274,303.40087688114704,53,3.700277777777778,Señora(50-60),0.0022672081954728,2459
7155,315.7246119208437,316.1512027491409,41,3.7005555555555554,WTF Happened(40-49),0.0002121824159742,9127
6604,315.7246119208437,315.3928190543903,49,3.7005555555555554,WTF Happened(40-49),0.0001083450234355,8501
2753,315.7246119208437,298.0447920369712,31,3.7005555555555554,Cancha Reglamentaria(29-39),0.0061027645437539,3746
5976,315.7246119208437,299.8933522929257,48,3.7005555555555554,WTF Happened(40-49),0.0040812446523607,7782
7214,315.74831141130466,302.5476952245527,51,3.700833333333333,Señora(50-60),0.0031127457507585,9193
7285,315.74831141130466,303.49567484299087,32,3.700833333333333,Cancha Reglamentaria(29-39),0.0021364621729833,9274
3076,315.7720109017656,308.85175968716675,34,3.701111111111111,Cancha Reglamentaria(29-39),0.0004580576007211,4142
2374,315.8194098826875,301.7419125488802,48,3.7016666666666667,WTF Happened(40-49),0.0048438748411173,3265
1807,315.8194098826875,299.4667614646285,38,3.7016666666666667,Cancha Reglamentaria(29-39),0.004530633328432,2508
1841,315.8194098826875,326.53157957103923,35,3.7016666666666667,Cancha Reglamentaria(29-39),0.004129743848401,2548
5239,315.8431093731485,308.3303708970257,40,3.7019444444444445,WTF Happened(40-49),0.0006077669820121,6884
2841,315.8431093731485,304.0644626140538,47,3.7019444444444445,WTF Happened(40-49),0.0045613273213631,3849
673,315.8431093731485,306.9084014693684,28,3.7019444444444445,Dientes de leche(0-28),0.0020067629581942,971
1397,315.8431093731485,305.29683611802346,52,3.7019444444444445,Señora(50-60),0.0017093087963678,1964
467,315.86680886360944,303.4482758620689,55,3.7022222222222223,Señora(50-60),0.0023154337943795,697
6449,315.8905083540704,300.3673421021448,45,3.7025,WTF Happened(40-49),0.0058210321222517,8333
4661,315.8905083540704,308.5673658016353,53,3.7025,Señora(50-60),0.0010778390270238,6201
5605,315.8905083540704,307.38239127858753,31,3.7025,Cancha Reglamentaria(29-39),0.0010487354662605,7350
3449,315.91420784453135,305.533831022633,32,3.702777777777778,Cancha Reglamentaria(29-39),0.0013185205957095,4652
7337,315.91420784453135,309.13615357269816,29,3.702777777777778,Cancha Reglamentaria(29-39),0.0007339740043988,9335
6492,315.9379073349923,313.3546628747482,31,3.7030555555555558,Cancha Reglamentaria(29-39),8.441723957748895e-05,8377
3424,315.9379073349923,316.34079867282856,28,3.7030555555555558,Dientes de leche(0-28),0.000216923394211,4619
5756,315.96160682545326,303.3060789193032,36,3.703333333333333,Cancha Reglamentaria(29-39),0.0024497427328207,7525
4432,315.96160682545326,308.14077497333807,26,3.703333333333333,Dientes de leche(0-28),0.0008256156578091,5930
5487,315.96160682545326,286.4320417111032,59,3.703333333333333,Señora(50-60),0.0228887007773254,7197
1633,315.9853063159142,306.1026187936959,30,3.703611111111111,Cancha Reglamentaria(29-39),0.0013949739023233,2270
8673,315.9853063159142,341.7466524469724,37,3.703611111111111,Cancha Reglamentaria(29-39),0.0193904405939446,10878
334,316.0090058063752,310.9847138286527,56,3.703888888888889,Señora(50-60),0.0002394447943267,543
