iter	RMSE
146	0.2495695744
147	0.2489977754
148	0.2484058801
149	0.2478235088
150	0.2472498537
151	0.2466841397
152	0.2461691058
153	0.2456075935
154	0.2452028726
155	0.2446385016
156	0.2440947524
157	0.2435538458
158	0.2430277834
159	0.2425301998
160	0.2420285651
161	0.2415638452
162	0.2410595597
163	0.2405709793
164	0.240075923
165	0.2395771952
166	0.2390827455
167	0.2385727928
168	0.2380777448
169	0.2376067003
170	0.2370863243
171	0.2366827714
172	0.2362309917
173	0.2357803408
174	0.2353187074
175	0.2348314044
176	0.2344157401
177	0.2339379246
178	0.233476425
179	0.2330537923
180	0.2325931029
181	0.2322056072
182	0.2317559892
183	0.2313341986
184	0.2309056145
185	0.2304410493
186	0.230012437
187	0.2295559923
188	0.2291138925
189	0.2287108562
190	0.2283281191
191	0.2279066908
192	0.2274628759
193	0.2270601986
194	0.2267225876
195	0.2263074248
196	0.2259256224
197	0.2255059928
198	0.2251477185
199	0.2247993831
200	0.2244303334
201	0.2240780516
202	0.2236738572
203	0.2232545852
204	0.2228880336
205	0.2225237684
206	0.2221900371
207	0.2217758396
208	0.2213811348
209	0.2210174253
210	0.2206665992
211	0.2203427847
212	0.2199868483
213	0.2196301305
214	0.2192624494
215	0.2188921148
216	0.2185554598
217	0.2181924636
218	0.2178217196
219	0.2175064237
220	0.2171733535
221	0.216811561
222	0.2164623934
223	0.2161763642
224	0.2158323235
225	0.215544822
226	0.2152317897
227	0.2149596346
228	0.2146915216
229	0.2143829449
230	0.214085493
231	0.213795948
232	0.213480407
233	0.2131750122
234	0.2128556104
235	0.2125015366
236	0.2121582349
237	0.2118430703
238	0.2115240659
239	0.211209759
240	0.2109044466
241	0.2106243501
242	0.2103250352
243	0.210045816
244	0.2097285009
245	0.2094403608
246	0.209168505
247	0.2088587053
248	0.2085849981
249	0.2083448036
250	0.2080358516
251	0.2077662608
252	0.2074484671
253	0.2071527875
254	0.2069128337
255	0.2066124007
256	0.2063089589
257	0.2060524882
258	0.2057483016
259	0.2054718034
260	0.2051934081
261	0.2049259291
262	0.2047061057
263	0.2044097554
264	0.2041636959
265	0.2039140955
266	0.2036764146
267	0.2034242147
268	0.203198481
269	0.2029787767
270	0.2027424523
271	0.2025281733
272	0.2022516529
273	0.2020398166
274	0.201859812
275	0.2016457854
276	0.2014150652
277	0.2011616956
278	0.2009115175
279	0.2006828982
280	0.2004245851
281	0.2001658988
282	0.1998994416
283	0.1996650514
284	0.1994087904
285	0.1991737604
286	0.1989586809
287	0.1987548145
288	0.198504418
289	0.1982590585
290	0.1980415901
291	0.1978035037
292	0.1975823217
293	0.1973314682
294	0.1970916912
295	0.1969194587
296	0.1966753014
297	0.1964699163
298	0.1962499314
299	0.1960588878
300	0.1958354257
301	0.19561163
302	0.1953970499
303	0.1951849407
304	0.1949659427
305	0.1947353434
306	0.1945281706
307	0.1943046263
308	0.194088253
309	0.1939024246
310	0.1937418322
311	0.193530118
312	0.1933294401
313	0.1931664943
314	0.1929663621
315	0.192767085
316	0.1925873364
317	0.192395236
318	0.1921921816
319	0.1919925902
320	0.1918159552
321	0.1916460861
322	0.1914822446
323	0.1913215719
324	0.1911217382
325	0.190947713
326	0.1907799949
327	0.1905675907
328	0.1904248691
329	0.1902209453
330	0.1900832785
331	0.1899194935
332	0.1897588616
333	0.1895928386
334	0.1893999981
335	0.1892411444
336	0.1890523944
337	0.1888866788
338	0.1886922909
339	0.1885296178
340	0.1884070901
341	0.1882427454
342	0.1880787529
343	0.1879212323
344	0.1877802464
345	0.1876398206
346	0.1874992429
347	0.187334012
348	0.1871743289
349	0.1870051322
350	0.1868568529
351	0.1866987819
352	0.186520773
353	0.186374331
354	0.1861998155
355	0.1860379099
356	0.1858974138
357	0.1857466307
358	0.1856084359
359	0.1854503902
360	0.1853251378
361	0.1851926723
362	0.1850251154
363	0.184858326
364	0.1847156446
365	0.1845741896
366	0.1844521182
367	0.1842935798
368	0.1841501225
369	0.1839989416
370	0.1838531986
371	0.1836989319
372	0.1835345588
373	0.1833841227
374	0.1832668984
375	0.1831110123
376	0.1829689665
377	0.1828258649
378	0.182683475
379	0.1825653891
380	0.1824224635
381	0.1822966306
382	0.1821585033
383	0.1820440785
384	0.1818959962
385	0.1817529649
386	0.1816268479
387	0.1814869217
388	0.1813831156
389	0.1812530753
390	0.1811150328
391	0.1809780298
392	0.1808535206
393	0.1807135854
394	0.1805913133
395	0.1804508202
396	0.1803092697
397	0.1801784243
398	0.1800695642
399	0.1799516055
400	0.1798613912
401	0.1797800115
402	0.1796478154
403	0.1795439339
404	0.1794308689
405	0.1792977261
406	0.179166483
407	0.1790711706
408	0.1789413449
409	0.1788133547
410	0.1786839871
411	0.1785621706
412	0.1784401748
413	0.1783159001
414	0.17822348
415	0.1781078665
416	0.1779865348
417	0.177849316
418	0.1777534255
419	0.1776407174
420	0.1775206589
421	0.1774106788
422	0.1772975818
423	0.1772021759
424	0.1770931607
425	0.1769965498
426	0.1768973229
427	0.1768212206
428	0.1767290972
429	0.176637695
430	0.1765213248
431	0.1764006881
432	0.1762887223
433	0.1761738777
434	0.1760613197
435	0.1759607869
436	0.1758572154
437	0.1757517262
438	0.1756551665
439	0.1755429806
440	0.1754526099
441	0.1753662918
442	0.175268401
443	0.1751646124
444	0.1750589889
445	0.174952101
446	0.1748461366
447	0.1747408781
448	0.1746768853
449	0.1745692584
450	0.1744762844
451	0.1743764406
452	0.1742887215
453	0.1742065858
454	0.1741011696
455	0.1739971246
456	0.1738910605
457	0.1738003952
458	0.1737072962
459	0.1736254168
460	0.1735305649
461	0.1734410445
462	0.173369537
463	0.173284569
464	0.173170632
465	0.1730699159
466	0.1729921147
467	0.1729096468
468	0.1728335771
469	0.1727547706
470	0.1726755453
471	0.1725905081
472	0.1725183761
473	0.1724158391
474	0.1723252729
475	0.1722516554
476	0.1721657116
477	0.1720900588
478	0.1719945638
479	0.1719198944
480	0.1718384081
481	0.1717658627
482	0.1716732975
483	0.1715738171
484	0.1714860442
485	0.1714120914
486	0.1713437987
487	0.1712747118
488	0.1711960033
489	0.1711160943
490	0.1710573132
491	0.1709781311
492	0.1708857911
493	0.1707973233
494	0.170727648
495	0.1706610617
496	0.1705878033
497	0.1705055565
498	0.1704171628
499	0.1703511692
500	0.1702861477
501	0.1702084931
502	0.1701446384
503	0.170080521
504	0.1700202127
505	0.1699544161
506	0.1698788546
507	0.1698003072
508	0.1697378235
509	0.1696638362
510	0.1696010053
511	0.1695147846
512	0.1694421908
513	0.1693733732
514	0.1692971513
515	0.1692373312
516	0.1691772167
517	0.1691204174
518	0.169066243
519	0.168998049
520	0.1689304013
521	0.1688615716
522	0.1687994996
523	0.1687158683
524	0.1686414215
525	0.168574767
526	0.168515195
527	0.1684591636
528	0.1683856943
529	0.168313214
530	0.1682589711
531	0.1682024291
532	0.1681498484
533	0.1680970633
534	0.1680340328
535	0.1679689557
536	0.1679023672
537	0.1678482764
538	0.1677881434
539	0.1677264949
540	0.167660625
541	0.1675927073
542	0.1675387912
543	0.1674515925
544	0.1673836346
545	0.1673299865
546	0.1672722944
547	0.1672199415
548	0.1671648675
549	0.1671153348
550	0.1670597731
551	0.1669935807
552	0.1669240698
553	0.1668725578
554	0.1668219366
555	0.1667677755
556	0.166721131
557	0.1666556705
558	0.1666183909
559	0.1665602111
560	0.1665149227
561	0.1664755228
562	0.1664235883
563	0.166384922
564	0.1663348033
565	0.1662863602
566	0.1662400332
567	0.166183247
568	0.1661370667
569	0.1660916136
570	0.1660366368
571	0.1659798849
572	0.1659260932
573	0.1658722349
574	0.1658226565
575	0.1657664952
576	0.1657238336
577	0.1656762011
578	0.1656183924
579	0.1655630131
580	0.1655010583
581	0.1654451341
582	0.1653996851
583	0.1653523699
584	0.1653041354
585	0.1652607058
586	0.165216368
587	0.1651658952
588	0.1651104907
589	0.1650617931
590	0.1650215735
591	0.1649865177
592	0.1649497088
593	0.1649036335
594	0.1648552446
595	0.1648089561
596	0.1647605133
597	0.164720473
598	0.1646727155
599	0.1646285471
600	0.1645912828
601	0.1645262657
602	0.1644741216
603	0.1644347573
604	0.1643802022
605	0.1643357204
606	0.1642899046
607	0.1642576779
608	0.1641843657
609	0.1641483432
610	0.1641048076
611	0.1640730042
612	0.1640290144
613	0.1639944083
614	0.1639407903
615	0.1638975118
616	0.1638623998
617	0.1638219835
618	0.1637844716
619	0.1637287907
620	0.1636855984
621	0.1636552269
622	0.1636127083
623	0.1635680512
624	0.1635331948
625	0.1635004921
626	0.1634663588
627	0.1634165047
628	0.1633468567
629	0.1633133991
630	0.1632818977
631	0.1632327318
632	0.163186775
633	0.1631407992
634	0.1631042614
635	0.163069201
636	0.163039588
637	0.1629994684
638	0.1629627626
639	0.1629217087
640	0.1628851624
641	0.1628461548
642	0.1628058107
643	0.1627708164
644	0.1627269737
645	0.1626585759
646	0.1626226291
647	0.1625854675
648	0.1625451721
649	0.1625082852
650	0.1624592791
651	0.1624254637
652	0.1623965221
653	0.1623555392
654	0.1623232285
655	0.1622954287
656	0.1622612606
657	0.1622179024
658	0.1621520533
659	0.1621081784
660	0.162084539
661	0.1620519833
662	0.1620090743
663	0.1619698287
664	0.1619306361
665	0.161891163
666	0.1618545176
667	0.1618213169
668	0.1617832139
669	0.1617591851
670	0.1617224647
671	0.1616997801
672	0.1616689709
673	0.1616294152
674	0.1616006537
675	0.1615679382
676	0.1615403755
677	0.1615010651
678	0.1614745238
679	0.1614415187
680	0.1613868084
681	0.1613570335
682	0.1613209926
683	0.1612913949
684	0.1612570031
685	0.161221379
686	0.1611936207
687	0.1611589751
688	0.1611279154
689	0.161095735
690	0.1610350547
691	0.1609752826
692	0.1609343177
693	0.1608992583
694	0.1608615801
695	0.1608373427
696	0.1607780224
697	0.160720008
698	0.1606795288
699	0.1606541888
700	0.1606289215
701	0.1605979343
702	0.1605692853
703	0.1605403365
704	0.1605112841
705	0.1604833197
706	0.1604650889
707	0.1604387897
708	0.1604090993
709	0.160368179
710	0.1603440984
711	0.1602930853
712	0.1602664884
713	0.1602446489
714	0.1602205553
715	0.1601904513
716	0.1601580288
717	0.1601217671
718	0.1600982822
719	0.160075902
720	0.1600423653
721	0.1600122164
722	0.1599817746
723	0.1599487265
724	0.159925992
725	0.159896824
726	0.1598644389
727	0.1598342463
728	0.15980592
729	0.1597856588
730	0.1597526392
731	0.159721794
732	0.159682133
733	0.1596534469
734	0.1596361542
735	0.1596176562
736	0.159584256
737	0.1595649318
738	0.159544892
739	0.1595182165
740	0.1594953621
741	0.1594760577
742	0.1594225445
743	0.1593971443
744	0.1593730335
745	0.1593227269
746	0.1592826236
747	0.1592520715
748	0.1592206742
749	0.1591880147
750	0.1591662831
751	0.1591478667
752	0.1591296416
753	0.1591034394
754	0.1590757736
755	0.1590458801
756	0.1590215889
757	0.1589711729
758	0.1589516668
759	0.1589268865
760	0.1589041995
761	0.1588733176
762	0.1588455075
763	0.1588234833
764	0.1587951372
765	0.1587522623
766	0.1587344511
767	0.1587049591
768	0.158673266
769	0.1586529605
770	0.1586327687
771	0.1586061786
772	0.1585843246
773	0.1585548061
774	0.1585308315
775	0.1585062206
776	0.1584893357
777	0.1584643988
778	0.1584303172
779	0.1584012187
780	0.1583812837
781	0.1583585583
782	0.1583279021
783	0.1583045897
784	0.1582805449
785	0.1582610191
786	0.1582341231
787	0.1582073151
788	0.1581867633
789	0.1581608059
790	0.1581384233
791	0.1580782391
792	0.1580339199
793	0.1580016442
794	0.1579857779
795	0.1579657994
796	0.1579438366
797	0.1579123016
798	0.1578881005
799	0.1578650953
800	0.1578399018
801	0.1578182856
802	0.1577932627
803	0.1577512094
804	0.1577314516
805	0.1577164756
806	0.157702066
807	0.1576606139
808	0.157640853
809	0.1576163024
810	0.1576036312
811	0.1575823812
812	0.1575616377
813	0.1575336132
814	0.1574892025
815	0.1574691451
816	0.1574491448
817	0.1574338856
818	0.1574096962
819	0.15738243
820	0.1573616769
821	0.1573431539
822	0.1573272814
823	0.1573096686
824	0.1572906968
825	0.1572795313
826	0.1572527082
827	0.157233522
828	0.1572143154
829	0.1571904352
830	0.1571837116
831	0.1571660416
832	0.1571469039
833	0.157134255
834	0.1571130884
835	0.1570995803
836	0.157080709
837	0.1570682662
838	0.1570560465
839	0.1570365693
840	0.1570185779
841	0.1569905702
842	0.1569652856
843	0.156944935
844	0.1569385531
845	0.1569258322
846	0.156904993
847	0.1568917825
848	0.1568492887
849	0.1568207374
850	0.1568106563
851	0.1568006709
852	0.1567823678
853	0.1567692773
854	0.1567505155
855	0.1567457519
856	0.1567347099
857	0.1567188262
858	0.1567037295
859	0.1566895532
860	0.1566723773
861	0.1566437942
862	0.1566228407
863	0.156615989
864	0.1565989864
865	0.156590948
866	0.1565661052
867	0.1565510702
868	0.1565398847
869	0.1565312817
870	0.1565217156
871	0.1565048223
872	0.1564987842
873	0.1564823395
874	0.1564668518
875	0.1564586101
876	0.1564476086
877	0.1564191472
878	0.1564062342
879	0.1563950071
880	0.156371874
881	0.1563601601
882	0.1563464237
883	0.1563073693
884	0.1562840532
885	0.156268594
886	0.1562493506
887	0.1562343922
888	0.1562107233
889	0.1561991598
890	0.1561846389
891	0.1561672372
892	0.1561519036
893	0.1561464939
894	0.1561382909
895	0.1561212186
896	0.1560982924
897	0.1560710452
898	0.1560462167
899	0.1560250483
900	0.1560063637
901	0.1560010667
902	0.1559805549
903	0.1559588268
904	0.1559445026
905	0.155906539
906	0.1558968051
907	0.155871602
908	0.1558664903
909	0.1558285916
910	0.1558143029
911	0.1557890193
912	0.1557749368
913	0.1557615536
914	0.1557440853
915	0.1557226982
916	0.1557083733
917	0.1556916466
918	0.1556855433
919	0.1556519883
920	0.1556359516
921	0.1556218122
922	0.1556083847
923	0.1555916207
924	0.1555808405
925	0.1555675477
926	0.1555502301
927	0.1555325591
928	0.1555198712
929	0.1555126439
930	0.1554993459
931	0.1554861254
932	0.1554641018
933	0.1554508921
934	0.1554424908
935	0.1554263476
936	0.1554044162
937	0.1553831828
938	0.1553628342
939	0.1553498635
940	0.1553387142
941	0.1553225617
942	0.1552867408
943	0.155267328
944	0.1552334793
945	0.1552252394
946	0.1551918365
947	0.1551798023
948	0.1551672467
949	0.1551508204
950	0.1551329898
951	0.1550929887
952	0.1550586393
953	0.1550367829
954	0.1550224362
955	0.1549828726
956	0.1549604965
957	0.1549491633
958	0.1549300173
959	0.1549127959
960	0.154864313
961	0.1548164655
962	0.1548050426
963	0.1547719785
964	0.1547558688
965	0.1547084254
966	0.1546952881
967	0.1546569018
968	0.1546455772
969	0.1546305431
970	0.154618238
971	0.1545970172
972	0.1545833043
973	0.1545686976
974	0.154552136
975	0.1545213009
976	0.1545095126
977	0.1544930811
978	0.1544716985
979	0.1544337331
980	0.1544214612
981	0.1544092924
982	0.1543905213
983	0.1543442206
984	0.1543283148
985	0.1543163155
986	0.1543067956
987	0.1542960213
988	0.1542844678
989	0.1542748609
990	0.1542465742
991	0.1542373387
992	0.1542198862
993	0.1542094094
994	0.1541959936
995	0.1541827345
996	0.1541644516
997	0.1541416139
998	0.1541303592
999	0.1541187334
1000	0.1541037611
1001	0.1540897637
1002	0.1540777961
1003	0.154032438
1004	0.1540205858
1005	0.1539983755
1006	0.1539812284
1007	0.1539716779
1008	0.1539569308
1009	0.1539402059
1010	0.1539274655
1011	0.1539122479
1012	0.153900905
1013	0.1538897317
1014	0.1538680097
1015	0.1538538214
1016	0.1538416228
1017	0.1538289025
1018	0.1538131983
1019	0.1537992678
1020	0.1537885902
1021	0.1537767505
1022	0.1537280356
1023	0.1536989527
1024	0.15368331
1025	0.1536393496
1026	0.1536233148
1027	0.1535874079
1028	0.1535786639
1029	0.1535650194
1030	0.1535529573
1031	0.1535443268
1032	0.1535025236
1033	0.1534844163
1034	0.1534759234
1035	0.1534640485
1036	0.1534509447
1037	0.1534080122
1038	0.1533977501
1039	0.1533827296
1040	0.1533673597
1041	0.1533556186
1042	0.1533351507
1043	0.1533246062
1044	0.1532822398
1045	0.15327215
1046	0.1532264937
1047	0.1532156884
1048	0.1532024779
1049	0.1531848361
1050	0.1531734515
1051	0.1531536814
1052	0.1531455042
1053	0.1531312029
1054	0.1531181359
1055	0.1531078665
1056	0.1530982193
1057	0.153081707
1058	0.1530653303
1059	0.1530310411
1060	0.153013032
1061	0.1530035829
1062	0.152993413
1063	0.1529824943
1064	0.152965551
1065	0.152954664
1066	0.1529420144
1067	0.152924709
1068	0.1528837026
1069	0.1528729393
1070	0.1528634024
1071	0.1528227458
1072	0.1527892294
1073	0.1527491731
1074	0.1527094797
1075	0.1526766636
1076	0.1526603148
1077	0.1526177129
1078	0.1525789101
1079	0.1525660917
1080	0.1525276443
1081	0.1524957153
1082	0.152464016
1083	0.1524263565
1084	0.1524141841
1085	0.1524002212
1086	0.1523910813
1087	0.1523807369
1088	0.1523495055
1089	0.152333211
1090	0.1523022018
1091	0.1522869785
1092	0.1522746111
1093	0.1522438211
1094	0.1522132527
1095	0.1521967025
1096	0.1521889154
1097	0.1521777691
1098	0.1521674598
1099	0.1521543548
1100	0.1521179791
1101	0.1520878998
1102	0.1520520623
1103	0.152016549
1104	0.1520073331
1105	0.1519910884
1106	0.1519821133
1107	0.1519708554
1108	0.1519554032
1109	0.1519323633
1110	0.1519148087
1111	0.1519049016
1112	0.1518919792
1113	0.1518849939
1114	0.1518762495
1115	0.1518665323
1116	0.1518579501
1117	0.1518353501
1118	0.1518062629
1119	0.151793821
1120	0.1517842323
1121	0.1517687422
1122	0.1517398625
1123	0.1517111909
1124	0.1516987788
1125	0.1516873936
1126	0.1516789771
1127	0.1516721947
1128	0.1516637901
1129	0.1516525849
1130	0.1516419403
1131	0.1516330321
1132	0.1516237101
1133	0.1515896043
1134	0.151561351
1135	0.1515461937
1136	0.1515125928
1137	0.1515004561
1138	0.1514725984
1139	0.1514616948
1140	0.1514531514
1141	0.1514408994
1142	0.1514288657
1143	0.1514171094
1144	0.1514078206
1145	0.1513954524
1146	0.1513814532
1147	0.1513723304
1148	0.1513601441
1149	0.15132712
1150	0.151319003
1151	0.151311049
1152	0.1512996307
1153	0.1512721749
1154	0.1512603195
1155	0.1512496394
1156	0.1512413824
1157	0.1512089151
1158	0.1511942583
1159	0.1511845024
1160	0.1511523189
1161	0.1511414305
1162	0.1511270492
1163	0.1511157965
1164	0.1511052932
1165	0.151093745
1166	0.1510668989
1167	0.1510555186
1168	0.151023874
1169	0.1510126796
1170	0.1510006145
1171	0.1509930178
1172	0.1509665556
1173	0.1509524598
1174	0.1509414558
1175	0.1509151856
1176	0.150906595
1177	0.1508805132
1178	0.1508546192
1179	0.1508289118
1180	0.1508033896
1181	0.1507867987
1182	0.1507704545
1183	0.1507451347
1184	0.150732374
1185	0.1507219586
1186	0.1506968166
1187	0.1506821837
1188	0.1506735282
1189	0.1506485933
1190	0.1506188959
1191	0.1506132901
1192	0.150605552
1193	0.1505810102
1194	0.1505566452
1195	0.1505428043
1196	0.1505186132
1197	0.1505120179
1198	0.1505019002
1199	0.1504730354
1200	0.1504598966
1201	0.1504490369
1202	0.1504403572
1203	0.1504164908
1204	0.1504047799
1205	0.1503944136
1206	0.1503811233
1207	0.1503757167
1208	0.1503682779
1209	0.1503643211
1210	0.1503406385
1211	0.1503275606
1212	0.1502992909
1213	0.1502858854
1214	0.1502727441
1215	0.1502612003
1216	0.1502493754
1217	0.1502379587
1218	0.1502280802
1219	0.1502047417
1220	0.1501815714
1221	0.1501585682
1222	0.1501533381
1223	0.1501305199
1224	0.1501226332
1225	0.1500999787
1226	0.1500774875
1227	0.1500551586
1228	0.1500450463
1229	0.1500345384
1230	0.150027281
1231	0.1500051136
1232	0.1499893912
1233	0.1499627044
1234	0.149952377
1235	0.1499424678
1236	0.1499160185
1237	0.1498943127
1238	0.1498814758
1239	0.149871852
1240	0.1498502989
1241	0.1498376277
1242	0.1498271304
1243	0.149801231
1244	0.1497931363
1245	0.149788143
1246	0.1497794877
1247	0.1497691893
1248	0.1497621082
1249	0.1497519521
1250	0.1497263006
1251	0.1497008807
1252	0.1496900231
1253	0.1496794354
1254	0.1496694345
1255	0.1496596292
1256	0.1496386925
1257	0.1496136748
1258	0.1496099917
1259	0.1495893517
1260	0.1495647041
1261	0.1495358379
1262	0.1495310544
1263	0.1495206549
1264	0.1495112062
1265	0.1494978163
1266	0.1494735315
1267	0.1494656566
1268	0.1494578279
1269	0.1494377754
1270	0.1494258664
1271	0.1494136865
1272	0.1493937751
1273	0.1493699805
1274	0.1493582648
1275	0.1493436231
1276	0.1493341003
1277	0.1493267593
1278	0.1493107944
1279	0.1493012085
1280	0.1492866438
1281	0.1492798329
1282	0.1492704927
1283	0.1492658146
1284	0.1492462136
1285	0.1492228177
1286	0.149210732
1287	0.1491995866
1288	0.1491802604
1289	0.149168778
1290	0.1491539945
1291	0.1491348039
1292	0.1491302394
1293	0.1491226397
1294	0.1491132937
1295	0.1491007163
1296	0.1490917298
1297	0.1490872082
1298	0.1490663804
1299	0.149058287
1300	0.1490392665
1301	0.1490235873
1302	0.1489964579
1303	0.1489835173
1304	0.148964767
1305	0.1489507918
1306	0.1489441289
1307	0.1489367163
1308	0.1489059816
1309	0.1488836542
1310	0.1488745401
1311	0.1488479168
1312	0.1488389739
1313	0.1488317203
1314	0.1488133678
1315	0.1487985496
1316	0.1487685353
1317	0.1487576435
1318	0.1487426109
1319	0.1487354555
1320	0.148709611
1321	0.1487052666
1322	0.1486939247
1323	0.1486642776
1324	0.1486349579
1325	0.1486277271
1326	0.148606305
1327	0.148576928
1328	0.1485674765
1329	0.1485603826
1330	0.1485313763
1331	0.1485251133
1332	0.1485104429
1333	0.1485016828
1334	0.1484946188
1335	0.1484839882
1336	0.1484750963
1337	0.1484498796
1338	0.1484323932
1339	0.1484075689
1340	0.1483987667
1341	0.1483814079
1342	0.1483727944
1343	0.1483658189
1344	0.1483571349
1345	0.1483465723
1346	0.1483260688
1347	0.1483054073
1348	0.1482987563
1349	0.1482956738
1350	0.1482712057
1351	0.148254095
1352	0.1482510436
1353	0.1482306783
1354	0.1482138105
1355	0.1482072341
1356	0.1482007267
1357	0.1481915015
1358	0.1481829687
1359	0.1481717356
1360	0.1481549835
1361	0.1481272272
1362	0.1481106976
1363	0.148099753
1364	0.1480856754
1365	0.1480816441
1366	0.14806775
1367	0.1480648098
1368	0.1480544444
1369	0.1480441421
1370	0.1480244821
1371	0.1480137133
1372	0.1479870309
1373	0.1479830953
1374	0.147959042
1375	0.1479418221
1376	0.1479335247
1377	0.1479257438
1378	0.147918061
1379	0.1479096908
1380	0.1478995186
1381	0.1478796168
1382	0.1478732363
1383	0.1478626567
1384	0.1478430646
1385	0.1478402405
1386	0.1478340825
1387	0.1478205996
1388	0.1478167423
1389	0.147803101
1390	0.1477796118
1391	0.1477533803
1392	0.1477364964
1393	0.1477175442
1394	0.1477074977
1395	0.1476993518
1396	0.147673672
1397	0.147665471
1398	0.1476395102
1399	0.1476357882
1400	0.1476275736
1401	0.1476019717
1402	0.1475940443
1403	0.1475903725
1404	0.1475672597
1405	0.1475420301
1406	0.1475257362
1407	0.1475176827
1408	0.1475073224
1409	0.1474975074
1410	0.1474814743
1411	0.1474712653
1412	0.1474605396
1413	0.147449981
1414	0.1474337817
1415	0.1474261046
1416	0.1474069205
1417	0.1473918246
1418	0.1473690307
1419	0.1473465895
1420	0.1473365873
1421	0.147312349
1422	0.1472974624
1423	0.1472731821
1424	0.1472575284
1425	0.1472497054
1426	0.1472434726
1427	0.1472277184
1428	0.1472122057
1429	0.1472008347
1430	0.1471931146
1431	0.1471818955
1432	0.1471784109
1433	0.1471596031
1434	0.1471441093
1435	0.1471359333
1436	0.1471175004
1437	0.1471045863
1438	0.1470892672
1439	0.1470659311
1440	0.14704393
1441	0.1470331381
1442	0.147023226
1443	0.1470168395
1444	0.1470089504
1445	0.1469993574
1446	0.1469777652
1447	0.1469680359
1448	0.146959791
1449	0.1469523172
1450	0.146942705
1451	0.1469350553
1452	0.1469275105
1453	0.1469200694
1454	0.1469021241
1455	0.1468927747
1456	0.1468843964
1457	0.1468719196
1458	0.1468576381
1459	0.1468502433
1460	0.1468351079
1461	0.1468277799
1462	0.1468064133
1463	0.1467991949
1464	0.146778175
1465	0.1467632914
1466	0.1467465639
1467	0.14673158
1468	0.14672242
1469	0.1467126105
1470	0.1466918843
1471	0.1466856782
1472	0.1466734108
1473	0.1466594405
1474	0.1466447155
1475	0.1466242723
1476	0.1466181305
1477	0.1466084334
1478	0.1465908989
1479	0.1465694048
1480	0.1465493023
1481	0.1465354276
1482	0.1465256711
1483	0.146516707
1484	0.146500327
1485	0.1464866486
1486	0.1464770882
1487	0.1464635104
1488	0.1464540051
1489	0.1464405243
1490	0.146428555
1491	0.1464166375
1492	0.1463954817
1493	0.1463882126
1494	0.1463684189
1495	0.1463550294
1496	0.1463330887
1497	0.1463113904
1498	0.1463043664
1499	0.1462872463
1500	0.1462778679
1501	0.1462718503
1502	0.1462499342
1503	0.1462368929
1504	0.1462239454
1505	0.1462161304
1506	0.1462092297
1507	0.1461882866
1508	0.1461738115
1509	0.1461678719
1510	0.146155012
1511	0.1461462191
1512	0.1461422359
